No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
1,MSFT,Microsoft Corporation,Technology,Business Software & Services,USA,1054825.48,30.65,137.46,0.64%,13629296
2,AMZN,"Amazon.com, Inc.",Services,Catalog & Mail Order Houses,USA,959998.9,81.97,1939,0.24%,1690294
3,AAPL,Apple Inc.,Consumer Goods,Electronic Equipment,USA,949155.37,17.52,204.41,0.83%,11362045
4,GOOGL,Alphabet Inc.,Technology,Internet Information Providers,USA,774964.16,28.16,1122.99,0.93%,1007718
5,GOOG,Alphabet Inc.,Technology,Internet Information Providers,USA,763700.62,28.14,1121.58,0.93%,767011
6,FB,"Facebook, Inc.",Technology,Internet Information Providers,USA,552696.38,29.29,197.2,1.13%,10246119
7,BRK-B,Berkshire Hathaway Inc.,Financial,Property & Casualty Insurance,USA,530793.27,0.01,215.16,0.29%,2489136
8,BRK-A,Berkshire Hathaway Inc.,Financial,Property & Casualty Insurance,USA,526327,11.27,322900,0.43%,156
9,V,Visa Inc.,Financial,Credit Services,USA,381361.78,38.21,176.87,0.91%,4066632
10,JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - Major,USA,381209.53,26.32,142.14,1.51%,3436339
11,JPM,JPMorgan Chase & Co.,Financial,Money Center Banks,USA,372080.36,12.18,112.82,-0.86%,6849443
12,XOM,Exxon Mobil Corporation,Basic Materials,Major Integrated Oil & Gas,USA,326398.81,17.62,76.44,0.95%,5246096
13,WMT,Walmart Inc.,Services,"Discount, Variety Stores",USA,319511.09,36.47,112.32,0.65%,3207310
14,PG,The Procter & Gamble Company,Consumer Goods,Personal Products,USA,286489.11,27.38,114.08,2.33%,6223327
15,BAC,Bank of America Corporation,Financial,Money Center Banks,USA,282537.39,10.79,29.05,-0.34%,26642292
16,MA,Mastercard Incorporated,Financial,Credit Services,USA,272197.94,46.17,273.08,0.93%,1896816
17,DIS,The Walt Disney Company,Services,Entertainment - Diversified,USA,256694.85,16.08,142.98,0.32%,4150852
18,T,AT&T Inc.,Technology,Telecom Services - Domestic,USA,248495.74,13.2,33.98,0.41%,20136492
19,PFE,Pfizer Inc.,Healthcare,Drug Manufacturers - Major,USA,247487.83,24.58,44.4,0.41%,9770042
20,CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment,USA,246193.49,20.63,56.48,1.20%,13866804
21,VZ,Verizon Communications Inc.,Technology,Telecom Services - Domestic,USA,240913.4,15.03,58.13,0.00%,8437771
22,UNH,UnitedHealth Group Incorporated,Healthcare,Health Care Plans,USA,235259.38,19.04,245.21,0.51%,2559448
23,HD,"The Home Depot, Inc.",Services,Home Improvement Stores,USA,233522.11,21.53,212.1,0.93%,2183742
24,CVX,Chevron Corporation,Basic Materials,Major Integrated Oil & Gas,USA,232438.27,17.08,123.35,0.34%,2725825
25,MRK,"Merck & Co., Inc.",Healthcare,Drug Manufacturers - Major,USA,223683.21,26.25,86.9,1.63%,6234048
26,KO,The Coca-Cola Company,Consumer Goods,Beverages - Soft Drinks,USA,222962.99,32.73,52.1,0.23%,7253702
27,INTC,Intel Corporation,Technology,Semiconductor - Broad Line,USA,217951.84,11.12,48.52,0.83%,10739100
28,WFC,Wells Fargo & Company,Financial,Money Center Banks,USA,216924.49,10.45,47.66,0.91%,10438423
29,BA,The Boeing Company,Industrial Goods,Aerospace/Defense Products & Services,USA,199442.55,20.28,354.47,0.09%,2164921
30,ORCL,Oracle Corporation,Technology,Application Software,USA,195657.12,20.28,58.86,0.68%,9989106
31,CMCSA,Comcast Corporation,Services,Entertainment - Diversified,USA,195318.18,16.23,43.32,1.00%,8404265
32,PEP,"PepsiCo, Inc.",Consumer Goods,Beverages - Soft Drinks,USA,188632.47,15.2,133.99,1.18%,2859168
33,IVV,iShares Core S&P 500 ETF,Financial,Exchange Traded Fund,USA,185831.86,,300.48,0.75%,1853807
34,NFLX,"Netflix, Inc.",Services,CATV Systems,USA,168120.94,139.47,381.72,1.68%,3799009
35,C,Citigroup Inc.,Financial,Money Center Banks,USA,165817.34,10.3,70.85,0.58%,7632411
36,MCD,McDonald's Corporation,Services,Restaurants,USA,162105.89,27.87,212.81,1.54%,2306040
37,ABT,Abbott Laboratories,Healthcare,Medical Appliances & Equipment,USA,150347.87,57.63,85.64,0.81%,2437460
38,ADBE,Adobe Inc.,Technology,Application Software,USA,148447.93,56.41,305.7,1.43%,1585273
39,PYPL,"PayPal Holdings, Inc.",Financial,Credit Services,USA,137311.38,63.07,117.68,1.30%,3288929
40,NKE,"NIKE, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,USA,135016.78,34.25,86.2,1.46%,4012837
41,MDT,Medtronic plc,Healthcare,Medical Appliances & Equipment,USA,132642.54,29.04,98.81,0.78%,2325952
42,HON,Honeywell International Inc.,Industrial Goods,Diversified Machinery,USA,130178.48,15.67,178.4,1.01%,1239991
43,IBM,International Business Machines Corporation,Technology,Information Technology Services,USA,126059.76,12.01,141.54,0.94%,1930361
44,PM,Philip Morris International Inc.,Consumer Goods,Cigarettes,USA,125379.65,16.24,80.63,1.10%,3860896
45,UNP,Union Pacific Corporation,Services,Railroads,USA,123146.24,21.01,171.8,0.33%,1172288
46,TMO,Thermo Fisher Scientific Inc.,Healthcare,Medical Laboratories & Research,USA,122202.54,38.67,305.43,1.43%,882958
47,CRM,"salesforce.com, inc.",Technology,Application Software,USA,119910.1,101.63,155.59,0.95%,3885430
48,COST,Costco Wholesale Corporation,Services,"Discount, Variety Stores",USA,118957.2,34.66,269.14,1.38%,986472
49,AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - Major,USA,114860.31,15.05,188.58,1.04%,1932606
50,UTX,United Technologies Corporation,Industrial Goods,Aerospace/Defense Products & Services,USA,113601.95,18.16,133,0.79%,2037573
51,LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - Major,USA,111764.31,42.21,114.42,0.19%,3707683
52,ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - Major,USA,110940.8,21.2,74.96,0.98%,7434087
53,TXN,Texas Instruments Incorporated,Technology,Semiconductor - Broad Line,USA,109818.37,21.05,115.94,-0.10%,2321706
54,SBUX,Starbucks Corporation,Services,Specialty Eateries,USA,105988.87,38,87.79,2.67%,7818552
55,AXP,American Express Company,Financial,Credit Services,USA,105528.58,17.32,125.86,0.61%,3714345
56,LMT,Lockheed Martin Corporation,Industrial Goods,Aerospace/Defense Products & Services,USA,104632.35,19.07,370.38,0.76%,742109
57,DHR,Danaher Corporation,Industrial Goods,Diversified Machinery,USA,103348.83,42.91,145.31,0.81%,1453374
58,MMM,3M Company,Industrial Goods,Diversified Machinery,USA,101050.95,18.67,174.98,0.55%,1170675
59,NEE,"NextEra Energy, Inc.",Utilities,Electric Utilities,USA,99816.77,33.94,208.73,0.52%,1413602
60,NVDA,NVIDIA Corporation,Technology,Semiconductor - Specialized,USA,98510.95,34.73,162.75,0.32%,6165856
61,AMT,American Tower Corporation (REIT),Financial,REIT - Diversified,USA,93536.16,69.25,210.17,2.21%,1408734
62,MO,"Altria Group, Inc.",Consumer Goods,Cigarettes,USA,93099.45,14.58,49.19,1.21%,3909230
63,GE,General Electric Company,Industrial Goods,Diversified Machinery,USA,92423.71,,10.61,-0.09%,22175588
64,QCOM,QUALCOMM Incorporated,Technology,Communication Equipment,USA,92375.16,42.29,76.63,-0.49%,5290377
65,CHTR,"Charter Communications, Inc.",Services,CATV Systems,USA,89132,70.67,400,0.33%,406394
66,GILD,"Gilead Sciences, Inc.",Healthcare,Drug Manufacturers - Major,USA,88044,15.2,69,0.23%,2905965
67,UPS,"United Parcel Service, Inc.",Services,Air Delivery & Freight Services,USA,87479.54,19.7,103.2,1.18%,1193338
68,USB,U.S. Bancorp,Financial,Regional - Midwest Banks,USA,85306.5,12.73,53.25,0.60%,2102684
69,LOW,"Lowe's Companies, Inc.",Services,Home Improvement Stores,USA,82107.4,35.29,103.15,0.45%,1851187
70,BKNG,Booking Holdings Inc.,Services,Business Services,USA,81796.29,22.21,1919.65,0.61%,172850
71,MDLZ,"Mondelez International, Inc.",Consumer Goods,Confectioners,USA,80719.12,25.73,55.81,1.57%,3816195
72,GS,"The Goldman Sachs Group, Inc.",Financial,Investment Brokerage - National,USA,78253.99,9.05,206.04,0.03%,978795
73,CAT,Caterpillar Inc.,Industrial Goods,Farm & Construction Machinery,USA,77611.71,13.21,135.59,-0.19%,2538551
74,SYK,Stryker Corporation,Healthcare,Medical Appliances & Equipment,USA,76657.48,40.28,208.15,1.14%,547039
75,BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - Major,USA,76079.04,14.74,46.56,-0.26%,6121531
76,MS,Morgan Stanley,Financial,Investment Brokerage - National,USA,73461.1,9.44,43.99,0.37%,4470788
77,UBER,"Uber Technologies, Inc.",Technology,Application Software,USA,72973.31,2457.22,44.23,0.52%,3380003
78,ANTM,"Anthem, Inc.",Healthcare,Health Care Plans,USA,72784.74,18.83,282.78,0.76%,720131
79,BLK,"BlackRock, Inc.",Financial,Asset Management,USA,72695.28,17.93,475.35,1.17%,343881
80,CME,CME Group Inc.,Financial,Investment Brokerage - National,USA,72113.16,37.7,201.67,0.95%,865103
81,CVS,CVS Health Corporation,Healthcare,Health Care Plans,USA,72038.76,,55.2,0.73%,4117757
82,VMW,"VMware, Inc.",Technology,Technical & System Software,USA,71190.15,35.49,169.46,0.28%,1201710
83,ADP,"Automatic Data Processing, Inc.",Technology,Business Software & Services,USA,70845.86,36.48,164.09,1.32%,1938842
84,INTU,Intuit Inc.,Technology,Application Software,USA,69144.61,43.25,270.17,1.44%,774657
85,BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,USA,68884.68,53.2,255.24,0.54%,607926
86,CB,Chubb Limited,Financial,Property & Casualty Insurance,USA,68734.87,17.95,150.25,1.23%,1287067
87,COP,ConocoPhillips,Basic Materials,Independent Oil & Gas,USA,68678.39,9.8,60.5,0.67%,4881906
88,DCUE,"Dominion Energy, Inc.",Utilities,Diversified Utilities,USA,68148.28,56.78,104.03,0.67%,77014
89,EL,The Estee Lauder Companies Inc.,Consumer Goods,Personal Products,USA,66929.87,36.79,186.03,1.10%,650000
90,AABA,Altaba Inc.,Financial,Asset Management,USA,66834.05,,70.66,-0.04%,1442630
91,CELG,Celgene Corporation,Healthcare,Drug Manufacturers - Major,USA,66483.23,14.48,94.36,0.51%,1433949
92,DUK,Duke Energy Corporation,Utilities,Electric Utilities,USA,65827.96,21.87,90.1,1.08%,1717593
93,TJX,"The TJX Companies, Inc.",Services,Department Stores,USA,65387.16,22.15,53.92,2.16%,3341283
94,CSX,CSX Corporation,Services,Railroads,USA,64045.52,19.25,78.68,0.51%,1306157
95,TMUS,"T-Mobile US, Inc.",Technology,Wireless Communications,USA,64030.75,20.76,75.82,0.45%,2080940
96,PNC,"The PNC Financial Services Group, Inc.",Financial,Money Center Banks,USA,64004.85,12.89,140.67,0.77%,892420
97,CL,Colgate-Palmolive Company,Consumer Goods,Personal Products,USA,63947.1,26.72,74,1.73%,2291560
98,EPD,Enterprise Products Partners L.P.,Basic Materials,Independent Oil & Gas,USA,63743.14,14.27,29.38,1.24%,2364206
99,CI,Cigna Corporation,Healthcare,Health Care Plans,USA,62681.55,15.67,164.83,1.87%,1159499
100,D,"Dominion Energy, Inc.",Utilities,Electric Utilities,USA,62186.5,35.95,78.11,0.94%,2323485
101,ISRG,"Intuitive Surgical, Inc.",Healthcare,Medical Instruments & Supplies,USA,61775.7,56.26,537.18,1.45%,486583
102,BSX,Boston Scientific Corporation,Healthcare,Medical Appliances & Equipment,USA,59157.65,34.41,42.63,-0.14%,3683617
103,SPGI,S&P Global Inc.,Services,Business Services,USA,58749.14,31.95,238.14,1.34%,868469
104,SO,The Southern Company,Utilities,Electric Utilities,USA,58367.01,17.53,56.31,0.81%,2629540
105,ECL,Ecolab Inc.,Basic Materials,Specialty Chemicals,USA,57576.6,37.43,199.78,0.91%,586521
106,BX,The Blackstone Group L.P.,Financial,Asset Management,USA,56660.73,19.62,47.48,0.30%,5540252
107,AGN,Allergan plc,Healthcare,Drugs - Generic,USA,56310.52,,169.61,0.04%,4137622
108,CCI,Crown Castle International Corp. (REIT),Technology,Diversified Communication Services,USA,55976.46,85.63,134.52,0.95%,946822
109,DD,"DuPont de Nemours, Inc.",Basic Materials,Chemicals - Major Diversified,USA,55637.45,17.89,74.18,-0.88%,2920140
110,ILMN,"Illumina, Inc.",Healthcare,Medical Instruments & Supplies,USA,55539.54,65.51,377.82,1.74%,540947
111,ZTS,Zoetis Inc.,Healthcare,Drugs - Generic,USA,55317.06,41.61,115.34,0.65%,1051999
112,NOC,Northrop Grumman Corporation,Industrial Goods,Aerospace/Defense - Major Diversified,USA,55292.5,17.26,325.25,0.48%,351974
113,NOW,"ServiceNow, Inc.",Technology,Information Technology Services,USA,55164.97,,293.15,1.68%,1116101
114,SLB,Schlumberger Limited,Basic Materials,Oil & Gas Equipment & Services,USA,54693.65,27.05,39.49,0.79%,4954508
115,NSC,Norfolk Southern Corporation,Services,Railroads,USA,54090.42,20.03,202.51,1.03%,873119
116,SCHW,The Charles Schwab Corporation,Financial,Investment Brokerage - National,USA,54014.5,15.64,40.45,0.65%,3019524
117,GM,General Motors Company,Consumer Goods,Auto Manufacturers - Major,USA,53830.79,6.21,38.16,-0.47%,4409415
118,SPG,"Simon Property Group, Inc.",Financial,REIT - Retail,USA,52938.32,21.58,165.03,1.90%,1109689
119,DE,Deere & Company,Industrial Goods,Farm & Construction Machinery,USA,52545.69,16.6,165.29,0.10%,918563
120,MMC,"Marsh & McLennan Companies, Inc.",Financial,Insurance Brokers,USA,52405.83,31.52,102.92,0.83%,1046864
121,PLD,"Prologis, Inc.",Financial,REIT - Industrial,USA,52011.24,28.73,82.6,1.24%,1193272
122,GD,General Dynamics Corporation,Industrial Goods,Aerospace/Defense Products & Services,USA,51573.05,16.4,182.65,-0.50%,533590
123,APD,"Air Products and Chemicals, Inc.",Basic Materials,Chemicals - Major Diversified,USA,50954.28,30.69,231.4,0.49%,696559
124,WBA,"Walgreens Boots Alliance, Inc.",Services,Drug Stores,USA,50321.69,11.03,55.19,0.42%,3990542
125,EOG,"EOG Resources, Inc.",Basic Materials,Independent Oil & Gas,USA,50033.61,15.06,87.2,-0.41%,2794512
126,WM,"Waste Management, Inc.",Industrial Goods,Waste Management,USA,49979.52,27.02,117.21,1.14%,1311127
127,RTN,Raytheon Company,Industrial Goods,Aerospace/Defense Products & Services,USA,49710.77,16.25,173.45,0.38%,1266876
128,ICE,"Intercontinental Exchange, Inc.",Financial,Diversified Investments,USA,49702.53,25.49,88.59,1.38%,1665562
129,WDAY,"Workday, Inc.",Technology,Application Software,USA,49159.4,,216.8,1.33%,1009161
130,ITW,Illinois Tool Works Inc.,Industrial Goods,Diversified Machinery,USA,49127.73,19.98,150.1,0.24%,688450
131,PGR,The Progressive Corporation,Financial,Property & Casualty Insurance,USA,48703.54,16.64,83.65,1.22%,1678385
132,AIG,"American International Group, Inc.",Financial,Property & Casualty Insurance,USA,47997.25,,54.83,1.93%,2948719
133,LVS,Las Vegas Sands Corp.,Services,Resorts & Casinos,USA,47831.63,21.5,62.22,0.14%,1303826
134,KMB,Kimberly-Clark Corporation,Consumer Goods,Personal Products,USA,47793.01,26.67,138.35,1.68%,1358918
135,EXC,Exelon Corporation,Utilities,Diversified Utilities,USA,47608.13,20.41,49.03,0.41%,3560846
136,MET,"MetLife, Inc.",Financial,Life Insurance,USA,47463,9.82,50.47,0.94%,2237104
137,BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - Major,USA,47363.31,10.21,238.27,0.80%,680229
138,HCA,"HCA Healthcare, Inc.",Healthcare,Hospitals,USA,46925.93,14.98,138.18,2.10%,805707
139,VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology,USA,46858.66,80.13,183.26,2.08%,571593
140,KMI,"Kinder Morgan, Inc.",Basic Materials,Oil & Gas Pipelines,USA,46645.61,30.42,21.08,0.43%,5638049
141,MAR,"Marriott International, Inc.",Services,Lodging,USA,46528.02,27.25,141.75,0.35%,650541
142,TGT,Target Corporation,Services,"Discount, Variety Stores",USA,45330.03,15.62,87.9,0.99%,1532928
143,AEP,"American Electric Power Company, Inc.",Utilities,Electric Utilities,USA,44422.79,21.92,90.14,1.07%,1843326
144,PSX,Phillips 66,Basic Materials,Oil & Gas Refining & Marketing,USA,44396.25,8.55,97.02,1.36%,2035536
145,MU,"Micron Technology, Inc.",Technology,Semiconductor- Memory Chips,USA,43746.95,4.69,39.59,-0.03%,13479738
146,COF,Capital One Financial Corporation,Financial,Credit Services,USA,43649.5,7.7,92.99,2.07%,1296971
147,EQIX,"Equinix, Inc. (REIT)",Technology,Internet Software & Services,USA,43098.8,101.36,518.95,0.78%,180236
148,SHW,The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,USA,43066.66,40.63,470.16,1.46%,214080
149,PSA,Public Storage,Financial,REIT - Industrial,USA,43003.91,28.73,247.59,2.09%,941405
150,BK,The Bank of New York Mellon Corporation,Financial,Asset Management,USA,42961.4,11.86,44.64,0.93%,2714136
151,AFL,Aflac Incorporated,Financial,Accident & Health Insurance,USA,42178.72,13.86,56.85,1.14%,1599408
152,KDP,Keurig Dr Pepper Inc.,Consumer Goods,Beverages - Soft Drinks,USA,42158.6,61.76,30.2,1.48%,1755707
153,AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,USA,42079.14,12.52,44.67,0.02%,5559091
154,BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,USA,42019.84,32.16,82.07,0.44%,1072910
155,PRU,"Prudential Financial, Inc.",Financial,Life Insurance,USA,41922.54,12.38,102.45,1.46%,1199417
156,FDX,FedEx Corporation,Services,Air Delivery & Freight Services,USA,41836.84,13.44,161.42,1.02%,1180574
157,ADI,"Analog Devices, Inc.",Technology,Semiconductor - Integrated Circuits,USA,41671.46,26.96,113.17,-0.30%,1444451
158,TSLA,"Tesla, Inc.",Consumer Goods,Auto Manufacturers - Major,USA,41408.17,,234.9,4.61%,14201148
159,FIS,"Fidelity National Information Services, Inc.",Technology,Information Technology Services,USA,40898.26,51.43,126.62,1.37%,1706553
160,EMR,Emerson Electric Co.,Industrial Goods,Industrial Electrical Equipment,USA,40640.66,20.1,66.19,-0.17%,1596742
161,F,Ford Motor Company,Consumer Goods,Auto Manufacturers - Major,USA,40574.07,13.77,10.2,0.79%,19326620
162,TRV,"The Travelers Companies, Inc.",Financial,Property & Casualty Insurance,USA,40326.31,15.67,154.3,0.96%,613924
163,WP,"Worldpay, Inc.",Services,Business Services,USA,40068.84,268.99,128.04,1.11%,1370629
164,EW,Edwards Lifesciences Corporation,Healthcare,Medical Appliances & Equipment,USA,39219.07,50.01,187.4,1.49%,760592
165,DELL,Dell Technologies Inc.,Technology,Personal Computers,USA,39080.89,,52.92,1.42%,2605352
166,ROP,"Roper Technologies, Inc.",Industrial Goods,Diversified Machinery,USA,38904.43,36.31,378.08,1.22%,306558
167,DAL,"Delta Air Lines, Inc.",Services,Major Airlines,USA,38769.87,9.87,59.15,1.04%,3303860
168,MCO,Moody's Corporation,Services,Business Services,USA,38418.91,31.42,202.61,1.17%,277104
169,ADSK,"Autodesk, Inc.",Technology,Technical & System Software,USA,38319.88,,172,1.12%,852762
170,DOW,Dow Inc.,Basic Materials,Chemicals - Major Diversified,USA,38138.01,9.96,49.33,-0.14%,2479359
171,SRE,Sempra Energy,Utilities,Diversified Utilities,USA,37808.87,36.71,137.65,-0.40%,830780
172,KHC,The Kraft Heinz Company,Consumer Goods,Food - Major Diversified,USA,37791.56,,31.25,2.39%,7003052
173,ET,Energy Transfer LP,Basic Materials,Oil & Gas Equipment & Services,USA,37771.22,12.06,14.48,2.12%,5388985
174,JCI,Johnson Controls International plc,Consumer Goods,Auto Parts,USA,37751.58,22.21,41.83,0.46%,2952731
175,BBT,BB&T Corporation,Financial,Regional - Southeast Banks,USA,37496.1,12.58,49.07,0.57%,2586415
176,ATVI,"Activision Blizzard, Inc.",Technology,Multimedia & Graphics Software,USA,37337.3,25.41,48.66,1.42%,4024735
177,ROST,"Ross Stores, Inc.",Services,Apparel Stores,USA,36992,23.25,100,1.85%,1211912
178,FISV,"Fiserv, Inc.",Services,Business Services,USA,36909.89,38.15,94.23,0.68%,1460357
179,SYY,Sysco Corporation,Services,Food Wholesale,USA,36892.85,25.06,71.75,0.46%,2171422
180,OXY,Occidental Petroleum Corporation,Basic Materials,Independent Oil & Gas,USA,36823.41,9.32,49.17,0.80%,4435150
181,MPC,Marathon Petroleum Corporation,Basic Materials,Oil & Gas Refining & Marketing,USA,36557.36,10.4,54.32,-0.31%,3229466
182,STZ,"Constellation Brands, Inc.",Consumer Goods,Beverages - Wineries & Distillers,USA,36379.8,12.84,199.9,0.62%,917141
183,CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,USA,36346.42,18.47,64.18,-0.28%,2744810
184,DG,Dollar General Corporation,Services,"Discount, Variety Stores",USA,36276.06,22.97,139.09,1.44%,944281
185,MNST,Monster Beverage Corporation,Consumer Goods,Beverages - Soft Drinks,USA,35702.69,35.36,65.95,2.01%,2746159
186,APC,Anadarko Petroleum Corporation,Basic Materials,Independent Oil & Gas,USA,35634.9,62.56,71,0.07%,4418780
187,HUM,Humana Inc.,Healthcare,Health Care Plans,USA,35539.39,20.17,262.51,1.19%,481072
188,ALL,The Allstate Corporation,Financial,Property & Casualty Insurance,USA,34799.94,15.15,104.63,1.32%,1090766
189,VFC,V.F. Corporation,Consumer Goods,Textile - Apparel Clothing,USA,34665.95,27.18,87.94,1.41%,975325
190,EBAY,eBay Inc.,Services,"Specialty Retail, Other",USA,34588.91,17.67,39.9,-0.45%,3419538
191,WELL,Welltower Inc.,Financial,REIT - Healthcare Facilities,USA,34571.87,91.1,85.27,1.31%,1123114
192,WMB,"The Williams Companies, Inc.",Basic Materials,Oil & Gas Pipelines,USA,34394.17,,28.39,0.67%,3105338
193,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductor - Broad Line,USA,34146.19,120.89,31.19,-0.16%,23462004
194,VLO,Valero Energy Corporation,Basic Materials,Oil & Gas Refining & Marketing,USA,34103.68,12.61,81.98,1.59%,2307371
195,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,34045.44,15.5,318.39,0.91%,545044
196,YUM,"YUM! Brands, Inc.",Services,Restaurants,USA,33923.26,27.59,110.98,0.07%,1049202
197,RHT,"Red Hat, Inc.",Technology,Application Software,USA,33498.82,73.35,187.7,-0.26%,2290383
198,TRI,Thomson Reuters Corporation,Services,Publishing - Periodicals,USA,33193.12,216.51,66.47,1.43%,132088
199,HPQ,HP Inc.,Technology,Diversified Computer Systems,USA,32353.64,8.41,21.16,0.47%,5034362
200,GIS,"General Mills, Inc.",Consumer Goods,Processed & Packaged Goods,USA,32352.41,18.86,54.34,1.48%,4190815
201,DCUD,"Dominion Energy, Inc. UT SER A 081519",Utilities,Diversified Utilities,USA,31619.7,11.23,50.19,0.10%,53721
202,NEM,Newmont Goldcorp Corporation,Basic Materials,Gold,USA,31446.76,76.6,38.76,0.83%,5049305
203,XEL,Xcel Energy Inc.,Utilities,Electric Utilities,USA,31135.73,24.22,60.71,0.93%,1363369
204,CCL,Carnival Corporation,Services,Resorts & Casinos,USA,31075.45,10.86,46.18,-0.75%,2599338
205,IQV,IQVIA Holdings Inc.,Healthcare,Medical Laboratories & Research,USA,31001.94,155.7,161.46,0.35%,794249
206,SQ,"Square, Inc.",Technology,Internet Software & Services,USA,30868.4,,74.26,0.39%,2904582
207,PAYX,"Paychex, Inc.",Services,Staffing & Outsourcing Services,USA,30334.18,29.54,84.6,1.16%,1442467
208,PEG,Public Service Enterprise Group Incorporated,Utilities,Diversified Utilities,USA,30098.03,19.12,59.58,1.33%,2059768
209,ORLY,"O'Reilly Automotive, Inc.",Services,Auto Parts Stores,USA,30090.4,23.36,386.22,0.82%,436705
210,SCCO,Southern Copper Corporation,Basic Materials,Copper,USA,29854,19.95,38.49,1.16%,390199
211,ALXN,"Alexion Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,29843.73,95.32,133.35,-0.54%,1017115
212,TSN,"Tyson Foods, Inc.",Consumer Goods,Meat Products,USA,29568.56,15.28,82.16,1.08%,1758151
213,APH,Amphenol Corporation,Technology,Diversified Electronics,USA,29517.93,23.8,99.11,0.73%,682743
214,EA,Electronic Arts Inc.,Technology,Multimedia & Graphics Software,USA,29433,29.49,98.11,-4.49%,4659692
215,XLNX,"Xilinx, Inc.",Technology,Semiconductor - Integrated Circuits,USA,29280.23,34.16,116.39,-1.03%,2627906
216,ED,"Consolidated Edison, Inc.",Utilities,Electric Utilities,USA,29047.04,20.49,89.23,0.92%,698428
217,HSY,The Hershey Company,Consumer Goods,Confectioners,USA,28996.56,25.86,138,1.40%,766218
218,OKE,"ONEOK, Inc.",Utilities,Gas Utilities,USA,28986.14,23.8,70.2,1.21%,1226405
219,AVB,"AvalonBay Communities, Inc.",Financial,REIT - Residential,USA,28931.5,28.97,209.33,1.83%,405434
220,HLT,Hilton Worldwide Holdings Inc.,Services,Lodging,USA,28929.97,38.95,100.64,0.25%,1150740
221,EQR,Equity Residential,Financial,REIT - Residential,USA,28909.03,53.37,78.34,1.18%,530061
222,S,Sprint Corporation,Technology,Wireless Communications,USA,28560.35,,6.98,1.45%,17158716
223,EBAYL,eBay Inc. NT 56,Services,"Specialty Retail, Other",USA,28418.72,,26.51,-0.08%,18682
224,PPG,"PPG Industries, Inc.",Basic Materials,Specialty Chemicals,USA,28186.24,22.29,119.08,0.84%,453894
225,RSG,"Republic Services, Inc.",Industrial Goods,Waste Management,USA,28180.06,27.67,87.69,0.68%,600435
226,LUV,Southwest Airlines Co.,Services,Regional Airlines,USA,28157.59,12.3,51.89,0.89%,2716995
227,AZO,"AutoZone, Inc.",Services,Auto Parts Stores,USA,28074.12,22.19,1130.38,1.34%,107505
228,LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,USA,27951.02,12,184.86,-1.24%,1048034
229,STI,"SunTrust Banks, Inc.",Financial,Money Center Banks,USA,27860.38,11.2,62.81,0.51%,1653040
230,MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,USA,27715.79,32,170.37,1.22%,425798
231,AMTD,TD Ameritrade Holding Corporation,Financial,Investment Brokerage - National,USA,27636.4,14.18,50.28,0.60%,893623
232,TWTR,"Twitter, Inc.",Technology,Internet Information Providers,USA,27567.19,20.93,36.02,-0.55%,5372634
233,FTV,Fortive Corporation,Technology,Scientific & Technical Instruments,USA,27288.56,38.06,82.58,0.76%,826492
234,BF-B,Brown-Forman Corporation,Consumer Goods,Beverages - Wineries & Distillers,USA,27220.86,38.58,57.33,1.29%,538500
235,SIRI,Sirius XM Holdings Inc.,Services,Broadcasting - Radio,USA,27042.3,25.68,5.88,0.86%,11807463
236,WEC,"WEC Energy Group, Inc.",Utilities,Electric Utilities,USA,26858.51,24.76,85.13,1.04%,874412
237,CMI,Cummins Inc.,Industrial Goods,Diversified Machinery,USA,26761.73,11.49,170.24,0.02%,756702
238,VTR,"Ventas, Inc.",Financial,REIT - Healthcare Facilities,USA,26573.1,66.46,70.51,2.10%,1321216
239,SBAC,SBA Communications Corporation,Technology,Diversified Communication Services,USA,26533.34,796.9,234.29,1.68%,313465
240,GLW,Corning Incorporated,Technology,Diversified Electronics,USA,26485.31,14.53,33.75,0.12%,3209878
241,FDC,First Data Corporation,Services,Business Services,USA,26376.97,25.02,27.95,0.22%,2129139
242,DLTR,"Dollar Tree, Inc.",Services,"Discount, Variety Stores",USA,26256.59,,109.75,0.61%,1149736
